Year,Hartlepool and Stockton-on-Tees,South Teesside,Darlington,Durham,Northumberland,Tyneside,Sunderland,West Cumbria,East Cumbria,Manchester,Greater Manchester South West,Greater Manchester South East,Greater Manchester North West,Greater Manchester North East,Blackburn with Darwen,Blackpool,Lancaster and Wyre,Mid Lancashire,East Lancashire,Chorley and West Lancashire,Warrington,Cheshire East,Cheshire West and Chester,East Merseyside,Liverpool,Sefton,Wirral,"Kingston upon Hull, City of",East Riding of Yorkshire,North and North East Lincolnshire,York,North Yorkshire CC,"Barnsley, Doncaster and Rotherham",Sheffield,Bradford,Leeds,Calderdale and Kirklees,Wakefield,Derby,East Derbyshire,South and West Derbyshire,Nottingham,North Nottinghamshire,South Nottinghamshire,Leicester,Leicestershire CC and Rutland,West Northamptonshire,North Northamptonshire,Lincolnshire CC,"Herefordshire, County of",Worcestershire CC,Warwickshire CC,Telford and Wrekin,Shropshire,Stoke-on-Trent,Staffordshire CC,Birmingham,Solihull,Coventry,Dudley,Sandwell,Walsall,Wolverhampton,Peterborough,Cambridgeshire CC,Suffolk CC,Norwich and East Norfolk,North and West Norfolk,Breckland and South Norfolk,Luton,Hertfordshire CC,Bedford,Central Bedfordshire,Southend-on-Sea,Thurrock,Essex Haven Gateway,West Essex,Heart of Essex,Essex Thames Gateway,Camden and City of London,Westminster,Kensington & Chelsea and Hammersmith & Fulham,Wandsworth,Hackney and Newham,Tower Hamlets,Haringey and Islington,Lewisham and Southwark,Lambeth,Bexley and Greenwich,Barking & Dagenham and Havering,Redbridge and Waltham Forest,Enfield,Bromley,Croydon,"Merton, Kingston upon Thames and Sutton",Barnet,Brent,Ealing,Harrow and Hillingdon,Hounslow and Richmond upon Thames,Berkshire,Milton Keynes,Buckinghamshire,Oxfordshire CC,Brighton and Hove,East Sussex CC,West Surrey,East Surrey,West Sussex (South West),West Sussex (North East),Portsmouth,Southampton,Isle of Wight,South Hampshire,Central Hampshire,North Hampshire,Medway,Kent Thames Gateway,East Kent,Mid Kent,West Kent,"Bristol, City of","Bath and North East Somerset, North Somerset and South Gloucestershire",Gloucestershire CC,Swindon,Wiltshire,Somerset CC,"Bournemouth, Christchurch and Poole",Dorset,Cornwall and Isles of Scilly,Plymouth,Torbay,Devon CC,Isle of Anglesey,Gwynedd,Conwy and Denbighshire,South West Wales,Central Valleys,Gwent Valleys,Bridgend and Neath Port Talbot,Swansea,Monmouthshire and Newport,Cardiff and Vale of Glamorgan,Flintshire and Wrexham,Powys,Aberdeen City and Aberdeenshire,"Caithness and Sutherland, and Ross and Cromarty","Inverness and Nairn, Moray, and Badenoch and Strathspey","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute",Na h-Eileanan Siar,Orkney Islands,Shetland Islands,Angus and Dundee City,Clackmannanshire and Fife,East Lothian and Midlothian,City of Edinburgh,Falkirk,"Perth and Kinross, and Stirling",West Lothian,"East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond",Glasgow City,"Inverclyde, East Renfrewshire, and Renfrewshire",North Lanarkshire,Scottish Borders,Dumfries and Galloway,East Ayrshire and North Ayrshire mainland,South Ayrshire,South Lanarkshire,Belfast,"Armagh City, Banbridge and Craigavon","Newry, Mourne and Down",Ards and North Down,Derry City and Strabane,Mid Ulster,Causeway Coast and Glens,Antrim and Newtownabbey,Lisburn and Castlereagh,Mid and East Antrim,Fermanagh and Omagh
1983 Q2,-0.025591787,-0.786369596,-0.472863737,-1.466192635,-1.139621901,-0.448381712,-0.470717161,0.813230796,-0.154191444,-0.028253718,1.311215162,2.940432782,0.542128753,0.131710031,1.039537928,1.59837397,-0.24875737,-0.110036984,-0.545093073,-0.194193829,-0.275269502,-0.748790615,-1.265656129,-0.008612593,-1.700359193,-0.995452737,-0.539162061,1.227823613,0.283497701,-1.133984617,0.637127436,0.181837999,-1.181028913,-0.240054459,-0.152745373,0.357944839,-1.672667155,0.57485231,-0.013496822,-1.44720593,-0.636617448,2.550785306,-1.341540598,-1.571763855,-1.288866872,-1.97623033,1.375216702,1.324854228,0.357995048,0.878088643,0.079772656,-0.227690894,-0.776156077,2.130797485,-0.710465221,-0.635656279,0.613551498,1.342182051,0.605943211,0.301058939,0.0811304,-2.663515647,-1.362489168,-0.051106629,0.10595159,-1.137353979,-1.105424985,-0.05123331,1.586267991,-0.710614715,-0.386886107,0.222790394,-1.281654518,0.161685448,0.490938081,1.056845783,0.517211674,-0.093615701,-2.69028508,-1.213779577,-1.249044058,0.868722881,0.935324727,-0.153854177,1.18543251,-0.375500664,1.192814566,1.204631773,-0.988723635,-0.207353121,-1.039805792,-0.315473885,-0.333980566,0.040698805,-0.543123523,0.433143565,-0.338441774,-0.686837843,-1.092466814,-1.365079256,-0.486331105,-0.101882508,1.678204116,-0.316385863,-0.914278948,-0.967604391,0.239099099,1.179730197,-0.308962386,-1.63166676,-0.906280881,-0.670023111,-0.162031083,-0.851712947,-0.207683355,0.032398418,-0.787073988,0.307666957,-0.880185777,1.33755903,0.438317081,-0.794838005,-0.936776179,-0.274973777,1.325964523,0.196536978,0.924350445,-0.890957966,1.370272143,0.091749373,-0.896646895,0.410684793,1.805925386,-0.4080024,0.764100375,2.297606584,2.615324305,-0.589015184,-1.432788601,0.605602343,0.070936496,1.594066778,1.495611895,0.27666538,-0.267746832,-0.013622464,0.851141206,1.186342841,1.442673633,1.875620978,1.149922858,2.140661276,0.023320707,-0.642982679,1.617720008,-0.122434794,1.261866806,-1.211217837,-1.518672583,1.275648751,0.987402444,0.032347943,0.449463197,-1.813130684,1.222828358,-0.353971171,0.737311231,0.583905384,,,,,,,,,,,
1983 Q3,0.275118118,0.170822841,-0.206402004,-1.173576744,0.210753315,0.924475902,1.627335415,0.509862428,-1.113426091,1.145601282,-0.71188351,0.31691075,0.415843886,0.386563262,1.785358534,0.744891141,-0.58528105,0.230317114,1.179208583,1.739461039,-0.906190234,-0.975205342,0.04907079,-0.581105966,0.147373413,-1.557727579,0.43669058,1.519362862,0.118280438,-0.429100208,-0.596350792,0.786407853,-0.495410434,0.080968158,0.027997812,-0.600084853,-0.648713121,1.707190181,-0.458566172,0.108702084,2.899046202,0.829325189,0.247649728,-0.716390113,1.272644074,-2.238274112,-0.557904452,-0.140008806,-0.74235851,0.006828034,-0.861677522,-0.139078219,0.513777863,0.973826493,0.601890152,-1.125580329,-0.474036396,-1.20120346,-2.418521738,-0.749969064,1.520038916,0.130108259,-1.792470034,0.917303784,-1.012524263,0.897535149,-0.188661707,-1.778766989,0.143153902,0.152852713,0.183090209,1.571354352,1.462668763,1.531737781,2.414929792,0.439989312,1.59712125,1.149208124,-0.715677105,0.333380312,-0.152114541,-0.527352939,-0.428945685,-0.146071909,0.453144625,-1.075210144,-0.71344496,0.331295209,0.064862641,-0.475827613,-1.286087693,-0.300443037,-1.771535879,-0.301237094,-0.355029643,0.771971597,0.605287063,1.407078543,-0.486449926,-0.136078343,-1.397519727,1.174210863,0.056855166,-1.071748075,1.213166319,-1.138022378,1.459253303,-0.153784018,0.998366834,0.641783291,1.52408494,-0.445115951,0.255663629,0.021116595,-0.603615754,0.462548731,0.618744561,-0.030665546,2.091790969,-0.604938996,-0.129851008,-0.286431131,0.815972671,2.209274857,-0.36880019,0.976920497,0.458980535,1.524285077,0.925903559,-0.113960829,-0.85276141,1.053718308,0.111038077,-1.451604233,0.353417676,0.831123918,-0.818844888,-0.171200351,-0.509965603,0.719815037,-1.975775027,-0.020514895,2.243712033,0.941867342,-0.105637871,-0.485390853,-1.583228317,0.215220376,0.356866097,-0.931668398,-0.062067249,-0.74871972,-0.115496442,0.867288885,0.034937193,-0.404838114,-0.192052663,1.010214973,1.077326157,-1.511341205,0.368517505,-0.077966536,-0.510859423,-0.045583776,-2.472224621,0.041788858,-0.205603275,0.810040264,,,,,,,,,,,
1983 Q4,-0.717773262,-0.870688531,1.254491062,-0.800396527,1.617310702,-0.07003326,0.720914049,-0.039785358,-0.999339429,-0.412105675,0.43765406,-0.451267346,-0.017952473,-0.074049051,-0.635888577,-0.020578939,0.419840039,0.538031641,0.350976015,0.143352739,-0.772945664,-0.329251612,1.656526322,-0.534495415,0.82264892,-0.676702257,0.086520666,0.632436239,1.801286956,0.135642096,-0.935755071,2.133866414,0.636273861,-0.462657294,0.663111244,-0.492598047,-0.06700398,1.123458372,-0.23868502,-1.54183182,-1.728311063,0.909559932,-1.365532191,0.141272189,-0.295900897,-0.316960238,1.219428561,-0.814185519,-1.273589398,-0.497440406,-0.854021684,1.045037728,-0.028903296,0.866627136,0.168241225,0.134338352,2.116938522,-0.198887772,-0.263145426,0.391605562,-0.818562165,-1.557383942,1.592423697,0.989138323,-0.103066411,0.999993688,0.560390455,-0.247765206,1.472446444,-0.450774091,-2.528448336,0.239876475,0.549270425,1.577811873,0.28912977,0.089849878,-0.805170713,-0.969116726,-0.601965526,0.426281663,-0.808604918,0.258678639,1.571608347,1.149509902,1.418496335,0.55583694,1.596147524,-1.215481597,0.2970593,-0.734874897,-0.729990952,0.318125766,1.424036104,-0.044167003,1.62805971,0.67664048,-0.098794551,-1.831740697,-0.639389207,-1.049027898,-0.324402168,-1.309106131,-0.683543357,-2.553847398,-0.473964937,2.695951552,0.346924947,-1.294269182,-0.519519589,0.25337846,-0.346134412,-0.919283203,0.118419436,1.917529306,0.153906526,-1.102806885,0.092941866,0.04103186,-0.440697589,-1.692187804,-1.070701463,0.942162829,-0.553586759,1.692709541,-0.830699834,-0.559483465,0.714773654,0.686391926,-0.989843956,-0.155333643,-0.367937897,-0.689560183,0.199532812,0.181466166,0.136776657,1.193866488,2.746778459,0.169641897,-1.422388482,-0.820102129,-1.629201615,-0.753270062,-1.263465274,-0.258666896,0.219694267,0.383776737,-0.45196102,0.063850668,0.669136809,0.242874971,-0.814898587,0.502167838,0.81814479,1.196761456,1.646410112,0.662880342,-0.495169592,0.369534844,-0.96220692,-1.949316467,0.715754478,-0.194594887,0.322597708,0.896814013,-1.500909258,-0.521935549,1.265473384,-0.609134154,,,,,,,,,,,
1984 Q1,-0.430327354,0.164075087,0.056448512,0.129130638,0.352829838,1.361273902,0.444886933,-0.030462216,-0.587486492,-1.249765513,1.140651804,0.64794846,-0.416108629,-0.692058507,1.409620526,-0.510748923,-1.29049972,1.367388149,1.873601741,-0.678842745,-0.511249184,1.323975044,0.19789951,0.373876436,-0.822846844,0.625302059,0.092795854,-0.039302333,-1.54731812,-0.191131671,-1.425929517,0.314731461,-1.060291182,1.535460086,0.453601641,0.225367506,1.080418854,-1.225110441,-0.117068488,-0.168690282,-0.280679967,0.049322544,1.755401192,0.175339452,-0.041338302,-0.08135271,-1.055632771,-0.000656502,1.12429533,-1.356319782,0.824430018,-0.595250848,1.276880935,-1.016026846,-0.353204527,-1.390231177,-1.15021924,0.025974381,-0.235664916,-1.242212537,1.319262389,0.258257518,1.438236254,-0.342534472,-0.196689119,2.202105134,-0.798082564,-0.947079039,-2.336769749,-1.510755991,0.409421728,-0.436753885,0.622038761,-1.402685204,0.365266261,-0.872652745,-0.869347267,0.53665333,-1.053701122,0.503355415,0.20233504,-0.895519541,-1.483998075,-0.96322661,-0.401150187,-0.366605201,-0.767164057,0.80035417,-0.331894023,0.273751578,-0.848919076,0.412516077,0.483611985,-0.421633857,0.351449356,-0.461026769,0.214237539,-0.777629872,-1.232355975,0.941969025,-1.393053993,-0.811784487,0.419929384,1.657144398,-0.605094107,0.820868159,0.125444799,-0.312112656,-0.706558328,0.293440428,-0.442353949,-0.308419263,0.795704315,-1.857618932,0.576693081,0.956820493,-0.607071381,2.066737705,-0.89090899,0.849722271,-0.920775635,1.644689838,2.566255532,-0.307639945,0.205712546,-0.321095354,0.790248696,-1.160980377,-1.294216893,-1.217763899,-0.577073895,0.074079757,-0.372850805,0.35847305,1.196451767,-0.749583619,-1.555700284,1.153005367,-0.356886612,-0.818340647,-0.529127885,-1.325999086,-1.769798715,-0.303266827,0.062304793,-0.921541466,-0.122741043,-0.107397013,0.655194914,1.322646407,0.140494072,-0.697823795,-0.545249118,-0.228588529,-0.582404059,1.474675812,-0.565050693,0.500902021,-0.224756687,-1.329891845,1.507854622,0.537769252,0.300012318,-0.820066451,-0.601533365,-0.108105853,1.45617053,0.425745856,,,,,,,,,,,
1984 Q2,-0.400360298,-1.346578761,-1.544035147,-0.485689296,1.308092071,-1.104007129,0.009124105,0.034476728,0.969235551,-0.748342204,-1.001156735,0.341039378,-1.278159798,0.067106245,-0.175779865,-0.44179417,2.231459374,-1.659339152,-1.353500236,0.685190549,-0.467891011,-0.220416377,0.841250324,-0.002532006,-0.055422953,0.714080314,0.461265225,-0.865091173,-1.919063658,-0.191269719,0.621014519,0.468604427,0.868484241,1.592367713,-0.438166635,-0.838915555,-0.876176808,-1.37869676,0.525486697,-0.994577933,0.119490301,1.347620013,0.951727323,1.041932324,-1.725597236,-0.108893657,-2.173560972,-0.101525794,-0.977854177,-0.081562224,0.31335865,-0.060416772,-1.194775448,1.104708807,0.309178972,-0.667825049,-0.462477957,0.108313393,-0.713289558,0.503897011,0.944782022,1.042150983,-0.385304703,0.180560714,0.64641918,0.135536142,-0.62618175,0.161165805,2.091184659,1.038951596,-0.777217886,-0.207967627,-0.313405361,-0.2151536,-2.368861535,0.088671394,0.844339649,-1.568102646,0.470935699,1.021129319,-1.546188341,-0.909110115,0.218215079,0.821690646,-2.513683007,-1.606181327,-0.427222045,-1.75275184,-1.145529059,0.753928893,0.498233988,1.210704021,1.070607232,-0.280991687,0.011959101,-1.026076215,-1.430164952,-2.483556323,2.099327882,-0.347347051,-0.869429583,-0.932897368,-0.268672368,3.537319542,-0.574334758,-0.305562187,0.537024066,0.310345477,-0.610468531,-3.094159173,0.490798272,-1.738733084,0.591333032,-0.244167148,2.395170999,-0.382087823,1.033203129,-0.529913551,0.259380123,-0.225331452,-0.294548592,-1.428049722,0.055554031,-1.298166692,0.174270576,0.900610828,0.032512846,-1.856808726,0.626451374,-1.321393032,0.064707322,0.899427688,-0.207636134,-1.084609371,0.212886462,1.200260595,-0.405851416,-0.93568315,-1.54806485,0.990089574,0.222036905,0.920594735,0.614619774,0.822137871,1.266045684,-0.148436796,0.040880754,1.970817097,0.394297963,1.369172811,0.457333284,0.892014353,0.316681527,-1.421924035,1.742360009,1.240296128,0.988339067,0.49099046,-1.320147364,0.320996724,0.679788578,-0.153037514,0.538664772,-0.741802433,-1.151210377,1.162014898,2.127240252,1.326399232,,,,,,,,,,,
1984 Q3,0.084735876,-1.60436518,0.343847007,0.377140466,-0.509539678,-0.872357766,-0.539816095,0.36808885,2.233843928,-0.708209848,1.220743192,1.429980808,1.64502426,0.009794717,-0.234791684,-0.428111139,0.324822744,0.319501961,0.984501106,-0.491328731,-1.165039144,0.265055346,1.368450035,1.851352402,-0.845629672,-0.300102442,-0.546386769,-1.53967647,0.114838767,-1.297125667,0.745643544,0.436574733,-1.207275234,-0.233078286,1.011144121,0.175464733,1.019773863,-1.521731858,-0.670423758,3.229755212,0.680529416,0.016441123,0.30500502,0.525683223,-0.395682621,1.235886002,-1.006175618,0.750948906,0.737749303,-1.667474134,0.008616344,0.839724968,-0.432019668,0.02492817,0.06931518,-0.844855352,-0.94988317,-1.348348835,1.673164172,-0.96207001,-0.45210239,-1.128059079,0.428205948,0.717304768,-0.494314782,-0.979749752,-0.763254813,0.467556264,-0.597643351,-0.098829863,-0.419937744,0.580658595,-1.363007235,-1.4301352,-1.566119118,-0.742542852,-0.406418349,-0.37592575,1.246923453,-0.293559601,1.502904155,0.458839186,0.618125258,0.38697713,0.146586069,0.12624779,-0.503097647,0.512463709,0.154108809,-0.218006164,-0.320232505,0.368426673,0.471293327,-0.424968927,-0.427419444,-0.810007427,-0.654246823,0.500540185,0.604619859,-1.552270141,-1.100293035,-0.741762938,1.270419448,-0.402484063,-0.699254613,0.352872064,-0.580709266,1.143348722,0.063613513,0.414800246,-1.881131736,0.411033385,-1.063017984,0.370038205,0.27964788,0.14943442,1.622039413,0.244310028,0.094603978,-0.140730082,-0.389350485,0.107986785,0.215104334,-1.541380045,0.688750588,-0.081560384,-0.927517566,1.276713199,-0.012870023,1.502006806,-0.151772459,0.71436498,-1.088315197,-0.465040985,-1.06158512,0.328918871,1.76595395,1.252719997,-1.018359936,1.311364295,0.260919033,-0.61624516,-0.447193117,-0.514456117,-0.388962763,2.948375479,0.416043524,-2.732782369,0.760086372,-0.612122111,-1.179677645,-0.011168272,-0.717781791,0.078629917,-0.412544494,-2.369925537,-1.062519584,1.939230613,0.296034695,-0.034149784,-0.885034107,0.411672932,1.142184781,1.531702205,-0.146108091,-0.742213526,-0.189962482,0.816443294,,,,,,,,,,,
1984 Q4,1.804173169,-2.034147124,0.102883186,-0.020994073,0.012553676,-0.335284756,0.65631259,1.160512867,0.751812231,-0.175372045,1.48391987,1.404956785,-0.503458159,-0.744665536,-0.019120728,-0.13692317,0.450486399,0.519926512,0.2999174,-0.093618715,0.306307291,1.083112093,-1.957103436,0.626053983,0.595635602,-1.212009818,-0.811556678,-0.744438151,-0.485276871,0.94751004,-0.363548019,-0.566035696,1.066789643,-0.386125626,-0.735410688,-2.208532988,0.368275902,0.423298265,1.067555904,0.112829565,1.016612807,0.633837273,0.472910493,0.17735341,-0.842965955,2.450320379,-0.949894411,-1.638462636,-0.00588099,0.656192425,0.763553148,-0.289497056,-0.115857396,0.789137155,-0.224048733,-0.484354823,-0.932111701,-1.180582927,0.010924888,-1.549728881,0.11886727,0.327066854,0.348079429,-1.501292352,0.085887237,-0.505494018,1.618955234,-0.114586674,-2.070855338,-1.545062088,0.950963863,-0.459544243,0.887063854,0.418868377,-0.202579208,0.329187967,1.182172563,-1.756108294,-1.493408176,-1.715150602,0.194163972,0.249513456,-0.679594972,0.546230564,0.953483007,-0.497362419,0.09397496,-0.472465902,-0.598951082,1.795696659,0.355756901,-0.291513264,-0.500709277,1.141601074,0.604476633,-0.382220685,-0.341054157,0.005511074,-0.059602389,-0.330387358,2.010390009,0.814515083,-1.703096448,-0.04610737,-0.962037607,0.13050303,1.196034789,1.10164485,0.91541977,0.09895683,-0.696210755,-0.080421026,0.960057852,0.40034442,-0.059555916,0.070556192,-0.68741863,-1.042889582,0.644602538,-0.433341223,-0.188444265,-0.348765682,-0.047570612,-0.246335809,-0.388464705,-0.442160267,-0.113349051,-1.131821924,1.924099022,0.082087266,-1.451921556,-2.060038187,-0.932858592,-1.126930026,-2.27745284,-0.798724781,1.062446748,-0.021842357,1.148097157,-0.384709009,-0.75589428,0.697773649,0.932778447,0.086935595,-0.166373658,-0.426860413,0.196730213,0.782140643,0.694372408,-0.04647355,0.26230935,-0.001874649,-0.622717738,-0.475746007,-0.879886479,0.308152856,1.10321073,-0.957009014,2.148328035,-1.372612935,1.073109667,-0.352537741,0.081050703,0.663319438,0.396640615,-0.72818346,-1.28411922,-0.133416776,,,,,,,,,,,
1985 Q1,-1.689301141,0.343923741,-0.89605542,0.821672581,0.914973244,0.930662878,0.13291917,-0.140952493,0.498655887,-0.065178538,0.063571821,-0.96153249,0.836747332,0.734176047,0.120167798,0.223611334,1.399707532,-0.146034812,-1.028841328,-0.214477446,1.230867641,-1.400976264,0.610942456,1.413233612,1.64180173,-0.428674759,-0.947541871,-0.597056428,-0.985544339,0.031507209,2.646394791,-1.26031885,0.411333114,1.334259559,0.956412431,-0.800030302,-0.753731126,-0.44673641,1.076098079,-0.839386964,-0.780526435,-0.698987124,-0.028724593,1.027165223,-0.032135555,-0.397864824,0.005892877,-1.231661426,0.474438755,-0.913600801,-1.320682536,0.421445424,-0.628894988,0.167340391,-0.722900995,-0.448792347,0.667210628,1.032180751,-1.748799481,-0.245746819,1.743700585,1.69717449,0.266848311,0.04934604,0.878839962,0.955278465,-0.980047262,-0.020107732,-0.552251972,-0.817693509,-1.06666867,1.226425998,-0.605507481,0.362111653,-1.21000517,-0.532285252,0.224344053,0.226558194,0.183933516,1.563991556,-1.519970948,0.151082562,-0.317522272,1.337822633,0.351619558,-0.530536767,0.116621397,-0.444299753,-0.774001637,1.650515709,-0.205732372,-0.750571293,1.436701429,-0.664336757,1.357654376,-0.634851275,-1.834286165,0.713375613,0.441978474,-1.149589445,0.623097052,-0.983358714,-1.691275867,-0.051452858,0.164675031,-2.205897191,-1.312463846,-0.077246695,0.226987785,-1.063766648,-0.536021689,-0.932962994,0.989975893,-0.88943512,-0.437371918,-1.152040786,-2.216103902,0.404027906,-0.904425949,0.197566604,-0.851243978,1.063286613,-0.820428998,0.372117173,-1.677289881,-0.246699716,-0.43405189,-0.582044666,-0.310024308,0.14812124,0.600024931,0.708672845,0.545963219,0.800472785,-0.571904937,-0.385119118,-1.34219184,0.833397587,-0.817965272,0.100035335,-0.94631814,0.700069808,0.328958674,1.225228822,-1.719009446,0.099744118,1.216343273,-1.572192638,1.700008471,-2.148453905,-1.000119151,1.911574227,-0.765964027,-1.033320347,0.574551059,2.029198483,-0.304961402,-0.867376655,0.14253855,0.253572293,-0.363404054,-1.093577872,0.86709688,0.152938667,-0.348086876,-0.868745689,-0.255909021,-0.098269983,,,,,,,,,,,
1985 Q2,0.414752296,-0.422563464,0.545438306,1.066855382,-0.453727213,-1.127497494,0.579114456,-0.474636117,0.233449493,-1.478569698,-0.303628973,0.183893091,-2.048861963,0.512768065,-0.966425725,0.291450664,-0.238857636,0.484292261,0.656087304,-0.84243512,0.466220993,-0.185127217,1.138570894,1.036491137,-0.486601149,-0.864869757,-0.440609589,-0.254628285,0.519244148,0.138512289,-2.410174154,0.300903157,-0.035146892,-0.41058289,0.265032684,1.613141908,-0.221553646,-1.104506738,-0.371189542,-2.001021796,-0.487606937,-0.470007537,0.396504179,-0.516366594,-2.603402017,-0.132845165,0.171897123,-0.681276767,0.481634746,0.384526318,0.273298127,-0.149069034,-0.4782377,-0.464586204,0.340032967,-0.327154499,1.634286383,0.182312532,1.85095009,0.298999981,0.160308623,1.056778591,0.089653696,-0.339960853,0.541645153,-1.64460462,0.368396984,1.137928826,-1.231216948,1.773161426,-1.250934118,-0.272702156,0.082649748,-0.554188431,-1.793279104,0.412946828,-0.001310397,-0.274200173,-0.381249292,-0.237747198,0.668202157,0.584506608,0.028356711,-2.181668063,0.651175634,-1.052439721,0.162734863,-1.031848286,1.172694975,0.003832324,-1.515173907,-0.252248067,0.483158824,-0.671548306,-0.943031402,1.155705309,0.126575459,0.165429078,0.407307685,-0.067336288,0.158939682,-1.223094586,-1.037082852,-0.007628777,0.482269137,0.937491024,0.292805959,2.217628836,0.442945614,1.216186337,1.035642934,-0.597932291,0.189168102,1.949769242,1.073169966,0.91831025,-0.432828236,0.475408636,-0.172187121,1.154046615,0.395839455,1.359350371,0.471928986,2.467919086,-0.131394765,0.550855894,1.521886511,0.100400367,0.243694674,-2.725626952,-0.429158897,0.795689301,-0.290830902,0.76154219,0.870099012,0.745689031,0.565486366,0.727631437,-0.719740222,0.368417631,0.70117046,0.787491201,1.535966993,0.961600614,-0.511571904,-0.192530235,0.496888114,2.056589426,0.608916341,0.040774955,-0.64073547,-0.200075906,0.198283941,-1.19829666,0.951985361,-0.931838186,-0.201042232,-0.595209622,-0.870114846,-0.920344702,1.315636388,-1.742340785,0.300334373,-0.719318706,0.099405323,-1.152962962,0.299490527,-0.304491845,,,,,,,,,,,
1985 Q3,0.26209046,-1.244399376,0.992618139,-2.233556465,-0.111669794,0.748350731,-0.763090677,1.479252593,-0.164961804,-1.184318323,-0.920475305,-0.117423504,-0.028441371,-0.598591381,1.691357315,1.500376529,1.019479771,-1.06818812,-0.599596179,-0.649292187,0.385056453,-0.040015905,-0.63738141,0.925506231,-0.572605761,0.037905377,0.182654036,0.898585644,0.211664702,-0.528151,-0.441890729,1.812252242,1.917455557,0.804705062,0.562863924,0.390765534,-0.702472745,0.994370271,-0.800171999,0.206675448,0.769604269,0.555142594,0.532983662,0.330289022,0.858642351,0.681554778,2.009203129,0.025211805,1.143780419,-0.826344926,-1.033563542,0.115642019,0.215514108,0.280304538,0.296532286,0.167351938,0.414577451,0.777614495,0.695381789,-0.014789135,-0.364001888,-0.084217866,1.065434433,-0.77887099,0.399883481,-1.153616037,0.190835113,-0.518481428,0.861494697,0.762298275,-0.572817445,-1.079151998,0.606206607,-0.181937679,0.530869315,1.048830793,-0.2010635,-0.073507092,0.648571389,-0.714491764,1.561267941,-1.45004703,1.12499406,1.821088208,0.483217495,1.064647824,-1.421089255,-1.725781891,-1.750369589,-1.568961769,-1.295953044,0.501720345,-0.835445324,0.755437087,1.512300522,0.505547479,-1.103292151,0.711011298,-2.152775851,-0.098711665,0.095924789,1.140667073,0.398294577,1.166868557,0.00545431,-0.117048636,-0.052844033,0.562853651,-0.27038918,-1.159226903,0.131157899,1.02396477,1.129025164,0.939733603,-0.561509547,-0.310162811,-0.979003789,-0.809287011,-0.486711549,-0.46554626,-2.580906844,0.617195541,-0.333142895,0.793837283,-0.72894225,0.336929334,-2.094310794,0.120130875,0.276534717,-0.690001072,-0.165716527,1.962632966,2.147016388,-0.368586912,-1.02972849,0.471664578,-0.614817368,-0.329961835,-0.362361208,0.979782484,1.350664016,2.90983914,0.7516545,0.822462915,0.154745823,-1.142986992,0.521456511,0.560377846,0.588917333,-1.295364787,-0.713388938,0.221735531,-0.364328236,0.073852484,-0.334045238,0.262917532,-1.371366067,1.095773256,0.532072163,0.022134061,-0.785676322,0.863578713,0.688381183,0.72411136,0.609925652,1.754431912,-0.414981584,-0.061223417,,,,,,,,,,,
1985 Q4,-1.878186055,-0.929125941,-0.366762047,0.283247172,-0.686698852,-1.261104622,0.914049698,2.217122169,-0.095069266,-0.219083154,-0.136877665,0.072051829,-1.575039647,1.284914308,-0.718891263,-0.191544356,-1.200919076,1.130021219,0.287044945,0.861633471,0.203851212,0.87435844,0.139948068,-0.246113419,0.09155034,0.59941976,1.649889824,-0.356426847,1.443114831,0.219916751,0.483025947,-0.417291482,0.3124581,-0.666844364,-0.202947686,-0.265819035,0.559487483,-0.008006491,-1.113453909,0.586055302,-0.062253636,1.079077543,-0.885578357,0.287326249,0.596545304,-0.673558834,1.33341736,-0.043468638,-1.269460571,-0.9414317,0.314935995,1.136403287,0.577494152,0.596594551,-2.193377719,-2.637926394,0.174413179,0.220521875,-1.61783485,-1.238527478,-1.473889333,0.336117515,-0.446121006,-0.035372105,1.820958423,0.35492381,0.538456132,-1.012868801,-1.361197533,-0.075686952,-0.129047814,-0.601071747,1.194388766,0.110095061,-2.533460623,0.779100453,-1.73247503,-0.005827911,1.167948671,-0.443738822,0.333931647,0.346812231,-0.139675132,-0.629233435,2.165233514,-1.11804143,1.353764041,-0.332481024,-1.538222409,-0.099608781,1.993433639,-1.393331559,0.24417799,1.050321762,0.663245055,1.147056959,0.168335942,-0.254624235,0.588423003,-0.057517903,1.850678023,-0.941012615,-0.516114339,0.679721539,-1.019241924,-0.432845569,-1.405534936,1.247435864,-0.912568292,0.961975888,-0.452093797,-0.062653987,0.95925192,0.491420784,1.420354212,-0.582766497,0.052441939,-0.35128199,0.881832727,-0.4977534,0.985789422,-1.400104062,1.674319551,0.348248502,-1.665910285,-1.945752854,-0.623033396,0.39286987,1.232444425,0.726450887,1.221780096,0.174787633,0.362786808,0.293451344,-0.097419364,1.965919623,0.549723563,0.884637456,-0.210979714,0.504616778,1.113677062,0.813288415,0.213696948,0.743899617,0.526116177,1.587796439,1.255994506,0.417963578,-1.91955885,0.09447954,-1.112763259,1.914923333,1.691132474,-0.511452209,1.307575856,-1.972287602,2.901310086,-1.054477218,-1.164764147,-1.124367238,2.102952238,-1.616130874,0.095173914,0.282449701,-1.408765415,1.119722182,-0.195156502,0.276396711,,,,,,,,,,,
