Year,Tees Valley and Durham,"Northumberland, and Tyne and Wear",Cumbria,Greater Manchester,Lancashire,Cheshire,Merseyside,East Yorkshire and Northern Lincolnshire,North Yorkshire,South Yorkshire,West Yorkshire,Derbyshire and Nottinghamshire,"Leicestershire, Rutland and Northamptonshire",Lincolnshire,"Herefordshire, Worcestershire and Warwickshire",Shropshire and Staffordshire,West Midlands,East Anglia,Bedfordshire and Hertfordshire,Essex,"Inner London - West	",Inner London - East,Outer London - East and North East,Outer London - South,Outer London - West and North West,"Berkshire, Buckinghamshire and Oxfordshire","Surrey, East and West Sussex","Hampshire and Isle of Wight	",Kent,"Gloucestershire, Wiltshire and Bath/Bristol area",Dorset and Somerset,Cornwall and Isles of Scilly,Devon,West Wales and The Valleys,East Wales,North Eastern Scotland,Highlands and Islands,Eastern Scotland,West Central Scotland,Southern Scotland,Northern Ireland
1972 Q4,-1.4465347,0.800297949,-0.309114445,-0.233466662,1.732721187,0.684501107,0.370825001,0.142061805,1.519994861,1.719589307,0.929505111,0.582224591,-2.094603071,0.123721914,-0.130106954,0.093953229,0.943046087,-2.739677167,-0.569312053,0.269904355,-0.466845546,-1.416906113,0.868963487,0.276871906,-0.97110457,0.314817205,0.821585712,0.005292646,0.800564803,0.078260175,-0.395228983,-1.159420516,-0.085930767,0.194292938,0.875832762,-0.115107468,0.457415606,-0.964612014,-0.782629156,-0.110389299,-1.054628464
1973 Q1,0.820247837,0.463130329,0.279095764,0.338904125,2.021043561,-0.468864188,-2.201441286,0.199300197,-0.050603541,-0.517519043,-0.978829859,-0.439189522,0.181338429,-0.502816701,2.41245368,-0.960504382,-0.793117363,-2.28862004,0.251484415,-2.016406628,-0.539454633,-0.275670535,-0.709727966,1.738872677,0.994394391,1.319136876,-0.882418819,1.128594065,0.496000946,0.771405949,1.029438829,-0.908763246,-0.424317621,0.862596011,-2.655619093,1.513328083,0.553132064,-0.045703961,0.220507656,-1.029935283,-0.349943365
1973 Q2,1.100284338,1.298021972,2.696224053,-0.073924666,-0.658552967,-0.514233966,-1.018041875,-0.077854756,0.38273243,-0.034242281,1.096346846,-0.234215801,-0.347450652,-0.581268477,-1.632634526,-1.567767724,-1.179157931,1.301428072,0.895260273,1.374964066,-1.332211655,-1.96862469,-0.66005632,0.175818953,0.498690275,1.047972156,0.284279671,1.742668781,-0.222605681,-0.913079218,-1.681218215,-0.888971358,0.242117961,-0.888720257,0.936742464,1.412327706,-2.369586905,0.8640523,-2.239604059,0.401499055,1.224870564
1973 Q3,0.064856106,-1.279689173,-0.585431204,-0.261645446,-0.182244784,-0.202896841,-0.109882779,0.213480049,-1.208573654,-0.24201983,1.51826117,-0.384645423,-0.443836093,1.078197304,-2.559184666,1.181378601,-0.631903758,0.163928572,0.096321356,0.942468119,-0.267594746,-0.678025782,1.297845791,-2.364173817,0.020334182,-1.347925423,-0.761573388,2.011256681,-0.044595426,0.195069697,-1.781562856,-0.729044659,0.196557401,0.354757693,0.616886554,0.008627899,0.527004208,0.453781913,-1.829740411,0.037005722,0.767902408
1973 Q4,0.589879821,-0.36385881,-0.805626508,-1.118311924,-0.131054012,1.13307988,-1.951804101,-0.65989173,-1.139802455,0.784957521,-0.554309627,-0.470637658,-0.21694957,0.445393251,-0.392388998,-3.046143055,0.543311891,0.439042958,-0.219541028,-1.084036621,0.351780111,0.379235534,-0.470032883,-0.216731471,-0.930156503,-0.178589092,-1.550429345,0.417318821,-0.944368491,0.238103148,-1.405962916,-0.590057646,-0.110489405,-1.660699812,0.115147873,-0.379147563,-1.742356198,-1.303242754,0.605120084,0.895555986,-0.13190864
1974 Q1,0.404761812,0.223843563,0.329622982,1.285984007,-1.506998398,0.676460732,-0.382008956,-0.224258934,-0.30224973,-0.375147117,-1.226196192,0.183339199,1.670943033,-0.05613302,-0.001385043,-0.687299037,-0.117474546,0.466166426,-0.370242441,-0.453804041,0.40326454,-0.91800477,0.252496627,0.820321797,1.359948542,-0.090382007,1.36759724,1.034409886,-0.99621264,-1.217938512,-0.304963638,1.028935493,-0.072287008,-0.600657558,1.55224318,0.286904488,-2.320594276,0.317160626,0.520040615,0.225608654,0.4497121
1974 Q2,-0.067275609,-1.31839587,-0.370704003,-0.945615796,-0.932740911,-1.263068349,0.452489093,0.097896145,-0.448165363,-0.649337928,-0.023423105,1.079194728,-2.004215715,0.376876521,-0.545711974,-1.884585845,-1.945703083,-0.912783494,0.219509556,0.393062934,-0.938981573,1.017020991,1.422983497,0.396086585,-0.591402668,1.124419185,0.755395696,0.867407411,-0.656463675,-2.834554505,2.116791021,-1.610878403,-0.035768072,2.380745351,0.330576756,0.949246474,-1.502396569,-1.777666955,-0.532702792,1.090749734,-0.346249448
1974 Q3,-0.794636321,0.19796729,1.081935218,-1.444940199,-1.210542994,-0.788669255,1.094638375,0.234821526,2.132153411,0.936445726,-0.035095177,1.265077838,0.211497013,-0.704921353,0.679974844,-0.696326654,-0.290397101,1.327782696,-0.101281486,-0.803141387,-0.464337691,1.021790586,-0.552540673,-0.386870847,-0.51029274,0.183925494,-0.38548976,-1.601836049,-0.887180942,-0.932789042,1.243319384,0.812674042,0.587259379,-0.505358317,-0.815791542,-0.507517602,-1.051880103,2.497200392,-2.245321648,0.564008535,-1.284552298
1974 Q4,-0.104343491,-0.988001942,-1.177628962,-1.140196301,1.754986154,-0.132988422,-0.765702194,0.555786964,0.010349315,0.720033759,-1.824256656,0.303603904,0.772694837,-1.661598291,0.448195284,1.696181573,-0.014857703,0.821405937,0.67057045,-0.707505698,0.039766735,-1.566994711,-0.451303037,0.265687975,0.723100494,0.024612125,0.71998373,-1.102906213,-0.101697275,0.019279385,1.849591247,-0.214166656,-0.499016638,0.021351224,-0.919113445,0.192753849,-0.365055217,-1.791327548,-0.058586551,-0.317543094,-1.632423302
1975 Q1,-0.067134155,1.489355962,0.521303748,0.611927193,-1.341496726,0.476898369,0.148449581,0.529045238,0.422628622,-1.359780726,-0.041400812,-0.75787086,-0.050084094,-0.897400927,1.312470367,-0.858972388,-0.898942156,0.074586407,-1.077099069,-0.424663302,-0.829964598,1.411172064,0.785803827,-0.057469518,-0.391217052,0.940917615,0.40520408,0.498052405,-0.026192237,-1.688230028,-0.112465983,-0.532489919,0.645055273,1.011842433,-0.657951045,0.468385234,1.735878998,-0.667712721,1.68192174,-0.852585847,0.022959756
1975 Q2,-0.011145612,0.0114989,-0.837678042,-0.591183104,-0.667720286,0.326962595,0.330035115,2.225944332,1.370989006,-0.509843242,0.324869616,0.997117981,0.030601824,-0.069641578,0.051574943,0.867276629,-0.848320523,-0.325669469,0.470433145,0.311447072,0.23958276,-0.369801166,0.972535789,2.133868247,0.406415494,-0.193176702,0.755740289,-0.539132637,-0.749690345,0.032808748,-2.582796633,-1.153950364,-0.347961856,-1.353388858,-1.032643102,-0.436748337,-1.642965294,-0.406071796,-0.535270165,0.025405208,1.15418403
1975 Q3,0.172504416,0.021062021,0.099454457,0.227392775,-1.016738649,-0.114775325,0.308751242,-1.370759983,0.865652923,1.081376034,-0.631375988,-0.241337791,-0.878190343,0.699380484,-1.061222287,-0.22247701,-0.858919908,0.050954277,-1.794229271,1.326461642,-0.964606424,0.059894683,-0.212523045,-0.762114512,-0.887780137,0.936398544,-0.525640593,0.271170185,-0.801496885,-0.647181432,0.47224715,0.930408496,-0.175316402,-1.421919872,1.99795608,-0.856549308,-1.5415874,2.594424588,-0.404032294,-1.461732688,-0.683439767
1975 Q4,0.367544896,0.190311558,-0.851729197,1.8227236,-0.521579678,-1.18468659,0.960693398,1.329062847,-0.817493098,-1.401347293,1.030438267,-2.047323613,-1.226621659,0.96744615,-0.055352548,-0.263937349,0.352816606,-0.152774424,-1.298686722,1.276075346,1.325014053,0.205332564,0.045134015,2.339624806,-0.276432845,-0.259576982,0.364481249,1.471321956,1.592770754,-0.258572632,0.308331246,-1.378083467,-0.311976108,-0.840290395,-1.006831752,1.681576716,-0.792286662,-0.531605908,0.365848788,1.297825267,0.481115126
1976 Q1,2.759355114,-0.074667978,0.25871644,0.275600674,1.435049387,0.507238951,-0.1162297,-0.947488595,0.244443456,1.401344831,-0.410381794,0.528943618,0.246147789,0.863519658,-0.804753741,2.346647031,-1.279161107,-0.36555109,0.938092541,0.296733172,0.829986159,-0.496102334,-0.074804983,0.012231984,1.569259615,0.690429024,0.796672108,-0.657926093,0.968882639,0.225581664,1.389145316,2.014060155,-0.306765776,-0.40630313,-0.864044991,-0.143579512,-0.382025449,0.3595044,-0.144566817,-0.361599281,1.064585136
1976 Q2,-0.937880231,0.433107953,-0.405941727,0.724368505,1.385261547,-0.303098253,0.441032907,0.178792866,-0.7994224,0.24078751,0.289120505,0.41287082,-0.198398897,0.0941923,-1.147610945,-0.358114075,0.55596268,0.892473887,-0.422314824,0.104714029,0.228053325,0.201479947,0.540773585,-1.81807763,-0.04932407,0.239033601,-1.000330349,1.673985707,0.161559267,1.563404745,-0.790523022,-0.907300122,0.224252221,-1.678688363,0.214965591,0.097219232,1.015665282,0.701041341,-0.41747735,-1.097496655,1.712305221
1976 Q3,-0.792115021,-1.045524557,-1.084856059,1.117305316,-0.518900204,-0.753704466,0.137689826,-0.206944711,-0.678095461,0.753991467,1.065315492,0.985317509,0.76691967,0.402625531,-1.775888,1.669250806,0.30198921,0.608156428,1.114962323,1.433352503,0.418398011,0.435546159,-0.599224277,0.033089751,-0.854161261,-0.719940532,-0.893574402,-0.156023891,1.049093188,3.170974773,0.189499638,-1.348413088,1.26498333,-0.300783876,-0.660608594,0.209849478,-1.2406246,0.222463164,-0.088375523,0.098377907,0.381416254
1976 Q4,0.067492257,0.016338084,0.284314519,0.415400626,-1.03148246,-1.429991259,-0.061638052,-1.43273549,0.087531471,0.938746876,0.607111672,-1.048170407,-0.860262452,0.328301295,-0.401297805,-0.316655295,0.596906481,-0.987286693,-0.40123471,-0.800082476,-1.043129498,-0.857078189,0.677462169,0.051820389,-0.879160629,-0.231101608,-1.638807307,-0.733312808,2.149574535,-0.09024385,0.731658927,-0.065488375,0.348169235,0.66325809,-1.104616598,-0.030936257,1.578865194,-0.79550055,-0.566439854,-0.307691277,0.269024073
1977 Q1,0.524917864,1.267411655,0.499498233,-0.062053126,1.25916713,0.704111022,-1.495679516,2.52636824,1.769921388,-0.168214223,0.377910102,1.32435875,-0.172200793,0.73035179,1.104578474,-1.014825908,-0.602331854,0.921408398,0.460814477,0.92379656,-0.132568015,-0.289005211,-1.998639476,-1.146000427,0.047066095,0.82455722,0.531178367,-0.128241974,-0.271771566,0.217179633,0.078211181,1.404545515,0.14644077,-1.481245962,-1.272558135,1.518759337,-1.171160461,0.764497453,-0.268372735,-0.169758294,-0.134132783
1977 Q2,1.221384959,-0.192841829,-0.033319283,-1.530803497,0.206690512,0.531042507,0.239145581,1.397896261,0.055171355,0.298977456,1.64850401,-1.550014189,-0.455825348,1.426158752,0.936129148,0.678380099,0.832650739,0.327066209,1.631597428,0.37775917,0.239867106,0.158958674,0.192863956,-1.157017281,0.770673054,-0.130439734,1.821915098,-0.075650471,0.420918284,0.246602186,-0.625557035,0.992136829,1.905063641,-0.01477722,-0.300478786,-0.355028731,-1.892361893,-0.177813144,0.250998116,1.054757925,0.960047741
1977 Q3,-0.416499082,-0.276822995,1.123905306,-0.173463897,-0.51002954,1.392518449,1.037585667,0.018791792,-0.593777448,-2.011880319,0.589703606,-0.896369723,-1.962732009,1.584820527,0.647967791,-1.139008193,-1.214401383,0.870961782,-0.877970617,1.296149868,0.616459313,0.536596521,0.404695456,0.191450872,0.880511199,-0.454080363,0.085951973,0.751946588,0.562989719,-1.194986805,-0.500409667,0.252803505,-0.408014709,1.774658561,-0.393153195,-0.162218448,0.769430178,0.330532743,-0.145274457,-0.756493529,0.301514057
1977 Q4,1.03909644,0.479095224,-0.778183521,1.736774957,-1.44657789,-1.582685642,0.960557224,0.225840479,-0.549498546,-1.098570728,2.320799839,0.117090872,0.534201171,0.317885097,0.434807958,0.540094461,0.73242401,-0.375222401,-0.291641986,-1.741022808,-0.780304407,0.271112796,1.045023376,0.599039526,-0.340692344,-1.263172912,-2.777359145,1.151733975,-0.589228987,-0.448465006,0.131573968,-1.405560047,-0.34978218,2.02347195,0.505386939,0.359249157,-1.582494478,2.243601895,-1.422794909,1.922324755,-2.115056015
1978 Q1,1.405365439,1.618054269,-0.824409121,0.422580372,0.547480572,-0.813794483,-1.449117611,-1.317717343,0.54100822,-0.085115603,-0.564301033,0.966768011,0.508067909,-0.755462726,-1.201201519,0.523261739,-0.537583369,0.099204863,1.576298973,0.50232824,-0.862267,0.16066119,-0.952644953,1.608522156,-0.56157875,0.207270747,0.307732575,0.159250468,-1.958548955,-1.446421064,-0.452350276,0.319431833,-0.137779214,-0.957147473,-1.348424319,-0.401557544,-0.468476045,0.512836458,-0.326318462,0.602707656,-0.59464977
1978 Q2,-0.255957669,-0.34804638,-0.782366967,0.625118656,-0.813595997,-0.52164151,-0.073119646,-1.297379656,-0.324934958,-0.71130636,-0.388154192,-0.059928003,-0.799913623,-0.22007578,1.308668752,-0.025798558,1.145262173,0.346494442,0.77416061,-0.774458969,0.104907165,0.133912923,-0.612625739,-0.822828324,-1.490265388,1.496139637,-0.972402889,1.346221073,-0.467493174,-0.8624933,0.62251914,-0.631191942,0.568458919,-0.332811765,0.480424496,-0.968186064,0.831351058,0.487972683,-0.91965069,2.642935721,0.540123026
1978 Q3,2.290467071,1.600267819,-0.18883478,-0.412271755,-0.403459183,-1.83002855,-0.695835119,0.246766024,1.525957561,-0.772771883,0.882056599,-1.252593342,-0.586320025,-0.457640594,0.371811081,0.457309647,0.962341745,0.77083696,0.243168215,0.390364944,1.588530691,-0.510926181,0.774728319,-1.808143926,0.411334243,-0.483249542,0.002571182,1.040086245,0.16464381,0.885187541,1.473764815,0.389093969,1.171041065,-0.326560978,-0.008209882,-0.522619416,1.042977595,0.414091354,-0.507234462,0.154668834,1.041568389
1978 Q4,-0.039267991,-0.948932811,0.131911756,-1.980565591,0.768770644,-0.421327587,-0.469310736,0.875695679,-1.365162877,1.947098643,-0.480242042,-0.523250943,1.021224743,0.708695273,2.451229719,-0.211205984,-0.120406639,-1.47931598,-0.332102277,-0.721431296,-0.448767013,-1.744187757,1.66060756,-1.416603482,-2.802202798,-1.188424422,-0.603839553,-1.149554063,1.098303541,-0.137839179,0.025385604,0.610391764,0.286012527,0.978567297,-1.109477554,-0.547518101,0.665967146,-2.534554462,-1.375184479,0.500992232,-0.480249035
1979 Q1,0.93610755,0.809180297,-1.19809288,0.406657087,1.201697856,0.147434402,-0.977464877,0.879389942,0.635424527,0.542610783,0.715938893,-2.99461286,0.880937561,1.808131811,0.436638475,0.192728996,0.696438673,0.338225474,0.651781262,0.001471,-0.766704855,-1.004322712,-0.998191728,-1.373042551,-1.067742011,1.761266127,0.754095664,-0.625027391,-0.390392694,0.112557531,-0.655545029,0.067516857,0.777604138,-0.035742734,0.336015743,0.886491539,-0.272131756,0.284790599,-0.309377593,-0.02852887,-0.324730265
1979 Q2,-0.528869854,0.173711853,0.566545316,0.146304446,0.498726958,-0.73793178,-1.203735192,0.417043503,0.687881391,0.049857267,1.34803578,0.907698798,2.680570841,-0.200808514,-0.998848796,-0.740136791,-0.565497806,0.476031383,-2.158068564,1.318551018,-0.239296591,-0.246793558,-1.079343166,-0.114225551,0.013239768,-0.121944928,0.339059256,-0.589632042,-0.89581576,0.54832813,0.098667454,0.197181055,1.059027254,-1.022564391,-0.855240457,1.257219651,-1.482883358,-1.309412146,0.817861831,0.238200192,0.105232137
1979 Q3,-0.091659408,0.031267547,-0.092112115,1.355442703,-0.398148129,-0.161373536,1.794448805,0.027509702,2.23201639,-0.104979701,1.367414982,-1.655344038,0.153644461,-1.584473563,0.844454307,-1.212867816,0.283769554,-0.282195877,-1.158203185,-1.619359983,-0.511040464,1.740629446,-0.293485055,0.917221542,-0.057042868,0.876726774,-1.826911378,-0.403188307,0.949405524,-0.163254949,-0.086455283,-0.430461912,1.149379383,0.297514354,0.044022276,0.643054545,0.588224929,0.212587046,1.547031497,-0.060287534,0.278081048
1979 Q4,-0.642952553,0.150115227,1.587761524,-0.643257602,-1.133592826,0.996759643,-0.148766152,0.096004205,-0.045113304,0.079121724,0.850530684,-0.839124191,-1.011774084,0.084968137,-1.606439689,-1.373053536,1.866683148,0.75746833,-0.010056472,1.238006936,-1.04059923,-0.315603123,0.623453609,0.890671681,0.512916847,-2.541238808,-0.968082118,0.477068092,-0.355951493,2.540231621,0.926558301,0.558081881,-1.116949554,-0.03529674,0.241203964,1.12778363,0.881131097,1.032989195,-0.923912016,1.412151698,-1.380430752
1980 Q1,-0.535914562,0.430771135,-0.149891592,-1.006036858,-0.821549826,-1.548254323,0.531974639,1.260568845,-0.100393503,-0.400348815,-1.472322928,0.913201924,2.211304333,-1.797455804,-1.063432938,-0.679593043,-0.56431791,0.22734595,1.614249547,1.008597287,0.527597383,-0.723928704,-1.119628234,-0.796775306,1.548066801,-0.061743301,-0.446836254,-0.18375573,0.82461822,-1.312849675,1.414874136,0.156476257,-0.216343978,0.442846114,0.218397073,-0.344196456,-0.252710672,-0.868862547,0.656390751,-0.531993809,-0.956258422
1980 Q2,0.165863523,1.329141283,-0.048344624,-0.608101257,0.403896021,1.936712462,-1.451905529,0.382202788,0.205086625,1.161533804,0.990909174,-0.186709112,-1.684517255,0.806563768,-0.83519269,-0.946740411,1.148350581,-0.910850378,1.40284474,0.335844721,0.3191184,0.307264781,-1.638423626,-1.776388616,0.215553054,0.568007359,0.082611032,-0.821534517,0.018922104,-0.082034153,-0.957158098,1.013972154,-1.730276062,0.588742407,0.384323405,1.009711855,-1.005311872,0.101407147,2.171164949,0.662074289,0.100581209
1980 Q3,0.539161274,0.086176842,2.190898013,0.983636196,-0.085614954,0.252331431,-0.390797996,1.209850126,-1.406104771,-1.60473853,1.45871475,2.153119793,0.468304908,0.112737941,0.65726769,-0.647053526,0.171243545,0.038908706,0.626564251,-1.557998528,-0.50703477,0.844995603,-0.675593828,-0.993361375,2.04207215,0.038118,-0.57891814,-1.692370437,0.729346346,0.699136154,-0.298759601,-1.102230191,-0.024549424,-0.835856067,-0.942093589,-0.103212751,-1.051390399,0.246648955,0.607992509,-0.839632447,-1.368245095
1980 Q4,1.561279599,-0.940270236,-0.659942705,0.213017167,0.599369373,-0.256316894,0.460794328,-0.400986158,-0.971170665,1.426316861,2.488441614,1.695969533,0.141806639,1.833435362,0.355703516,-0.47728627,0.466379574,-0.094392506,-0.983118184,-0.898321971,0.802051739,-1.846531982,0.60413674,-1.629583603,-2.121176445,-1.838846604,1.966763972,-0.196233965,0.08658318,1.419255046,0.934179748,-1.391505269,0.869006343,0.184181265,-0.341678098,0.024290914,1.279812021,-0.885966482,0.400885679,-0.009657237,-1.797164615
1981 Q1,-0.802253172,0.193213553,1.297342089,1.001331017,0.597212504,-0.815275661,1.801213991,0.215240468,-1.006365522,-0.182904981,0.896248425,0.007617498,0.886864687,1.103693957,0.400530685,-0.857702623,0.135454663,0.045165856,1.859346334,-1.626321938,-0.134822451,-0.584093547,0.33510562,-2.437564359,1.114924559,0.013748487,-1.844701164,-0.361113135,0.608962342,-1.591447875,0.003222216,-1.057473648,-0.555985032,0.026738383,0.183450254,-0.470742498,0.27279639,0.817977607,-0.278914275,1.431567757,1.462214171
1981 Q2,-0.428702066,-0.637840556,-1.664172985,-0.126569332,-0.36343778,0.77905122,-1.509661606,-0.277391392,0.968744393,-0.730357096,-0.762361537,-1.446940335,2.620573846,-0.747473178,-1.300346832,-0.803850404,-0.77429508,-0.269389778,0.825372232,-0.298323169,-0.922823315,-1.451338498,0.021857358,0.042539074,1.530932351,0.092447735,-0.099008311,-1.050653837,-0.305952575,-0.438474458,-0.370164165,-0.959255393,0.538329603,-0.142445418,-0.20035348,-1.714046116,0.493644088,0.487015326,-0.839129403,0.990121384,-1.36475823
1981 Q3,-0.021869909,-0.27120734,-1.317174789,0.189702612,1.702570152,0.06763423,-0.463021754,0.447024157,0.105719995,0.027762132,-0.425542213,1.421975559,0.456363363,-0.528670659,-0.108003837,-0.740866704,-0.60829115,-0.640725724,-1.134311594,0.777276964,-0.291041463,0.554127578,-0.670125898,-0.060362494,-0.711040597,0.719668171,-0.248419307,-0.730873586,-1.641703229,0.275666549,-0.708385052,-0.015779217,-0.491730108,0.954189581,0.544144752,0.447212087,-0.616121123,0.466290044,1.714831609,-0.832186034,0.172339139
1981 Q4,-1.649216974,1.398562092,-0.397912099,0.782578881,-1.723228251,1.797539387,-0.356871528,0.545657323,0.150818206,-0.255470786,1.685792303,-1.648046206,0.29871366,0.910645672,-0.029856122,-0.118170784,-0.142687712,-1.22763642,0.038127384,0.512717523,0.068599227,-0.272276101,-0.489725022,-0.279296669,1.257744217,-2.086634979,0.040071457,-0.327754917,1.455807952,0.055492225,1.484925599,-2.123890018,0.459584905,0.28005786,1.390533967,-1.641348609,-0.155035808,0.066060262,-0.495795495,1.216577714,-0.338682185
